ID,Urne,QR-Code,Categorie,1 - Favoriser la pratique sportive dans le 15e,2 - Un nouvel espace d escalade au centre sportif La Plaine,3 - Un 15e encore plus solidaire,4 - Un cafe des enfants,5 - Un coup de vert dans le 15e,6 - Des cours d ecoles renovees pour le bien-etre des ecoliers,7 - Des tableaux numeriques interactifs dans toutes les ecoles maternelles,8 - Un kit mobile multimedia pour la jeunesse,9 - Restaurons les decors de Saint-Christophe de Javel,10 - Le renouveau des Freres Voisin,11 - Un espace public pacifie et adapte a tous,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 33df39a965bnfb-484560-40be-9ec1-1b965bnd18456db55965bn                     ,numerique,75015,Valide,novote,novote,1,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,7
 f46d9ee845-9a965bne09-4f9c*y9965bnc-3zzb1568459f9965bn5                     ,numerique,75015,Valide,3,novote,2,novote,1,1,2,novote,novote,novote,3,6,2,2,2,0,5
 46e0e39a965bn9a965bn-965bn954-43845zz-94b6-60845f4c965bn965bn9a965bn3b845                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 59e9e9a965bn9a965bn4-f5c6-459a965bn6-845cdb-84539845f965bn49a965bn9a965bn9965bn845                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 3d5845dbc845-06bd-4c9a965bn0*y611-c305fd4c6bc4                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 0ff449a965bnbb-fbfd-40db-9a965bnf965bn965bn-9a965bn336zz6641965bn845b                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 b6965bn5b38450-965bn63zz-44zz5-9a965bn9d6*y965bn411fc8454dzz1                     ,numerique,75015,Valide,novote,novote,novote,novote,2,3,1,novote,novote,novote,3,4,1,1,2,0,7
 199d84549a965bnc-e9a965bnf0-4zz0c-845zzd965bn-1b03bc13zzbbd                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 mwm965bny965bnzizt9a965bn4mtqxmjjimtninwu4odjhyzq0zmnkmjnjodc3mj9a965bn3yq== ,numerique,75015,Valide,novote,novote,1,1,1,1,1,novote,novote,1,novote,6,6,0,0,0,5
 e8455845984505-efzzc-49f4-845f9965bn-639310965bn1be09                     ,numerique,75015,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,9
 50f0ce845c-4b8451-4d965bn6-9a965bn965bn09-fde0dbcf50965bn4                     ,numerique,75015,Valide,novote,novote,novote,novote,1,1,4,novote,novote,novote,1,4,3,0,0,1,7
 965bn1c1zzbdzz*y4fd-4df3*y98453-8456cc9a965bn1bb414d                     ,numerique,75015,Valide,1,novote,1,novote,1,1,1,novote,novote,novote,novote,5,5,0,0,0,6
 5zz9a965bnb5965bn06-9a965bn965bn09a965bn-4149-95zzf-95d6845b6zze09e                     ,numerique,75015,Valide,1,novote,2,novote,2,2,1,novote,novote,novote,novote,5,2,3,0,0,6
 e33d9845ed-6bed-4965bnb3*y965bn56-84505e9a965bne061965bne1                     ,numerique,75015,Valide,2,novote,2,novote,novote,novote,2,novote,novote,novote,2,4,0,4,0,0,7
 0f00965bn9a965bnzz1-49a965bnzz9a965bn-4b90-9a965bn965bneb-6845b5ff55845950                     ,numerique,75015,Valide,novote,novote,novote,3,2,1,3,novote,novote,novote,novote,4,1,1,2,0,7
 c51965bn6356-5ddf-4b6zz-9194*yf5d40d59050                     ,numerique,75015,Valide,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,9
 09a965bnd59a965bn69a965bn1-e4c0-4f3965bn-9a965bne965bn0-ccd1111965bn9a965bne1845                     ,numerique,75015,Valide,novote,novote,novote,3,2,novote,4,novote,novote,novote,novote,3,0,1,1,1,8
 43d6zz845fb-639a965bn6-46b0-9a965bn535-6cf484549a965bnf965bn1f5                     ,numerique,75015,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,7
 9zzzzezzzzc0-3940-484551-9a965bn0965bn3-845633845c99zz514                     ,numerique,75015,Valide,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,7
 c1f49deb-4146-44d6-8459c9-e5b5zz845c09a965bn0zz5                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 yzllogyzzj9a965bn1nz9a965bn3nt9a965bn4zmjlm965bnu3ndu965bnot9a965bnwmjc3mze3m965bnzlotmxmg== ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 0965bn14e34c-4565-444d-8454965bnb-6f9a965bn845fe90f3b9a965bn                     ,numerique,75015,Valide,1,novote,novote,novote,novote,1,1,novote,novote,novote,1,4,4,0,0,0,7
 5463f1ec-6fzz845-49a965bnfd-9a965bn965bn9b-zz99a965bnd63965bn48451ec                     ,numerique,75015,Valide,novote,novote,novote,novote,3,1,1,novote,novote,novote,4,4,2,0,1,1,7
 fc845b965bnzz8459-6zz1965bn-44fb-95zz845-4194994zz16cc                     ,numerique,75015,Valide,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,7
 c965bn9a965bnczz965bnee*y9a965bnzzf-4845b9-99ec-9019a965bncc599d4f                     ,numerique,75015,Valide,novote,novote,novote,novote,2,1,4,novote,novote,novote,novote,3,1,1,0,1,8
 9a965bn5399a965bn56c-6006-4cb4*y4965bnd-3535c56e54c6                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 9a965bn3c01403-965bn9a965bn3zz-4f8454-9a965bnc66-ccdb49a965bn9a965bn9a965bn44c5                     ,numerique,75015,Valide,2,novote,novote,novote,novote,2,1,novote,novote,4,novote,4,1,2,0,1,7
 zgvlztqwzmi5ntc0zwjkyty4ngyzzdvhzgvjzt9a965bn0zmuxm965bny4mjninq== ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 43f9c9a965bnc1-4b66-49965bne-9a965bn965bn6f-fc965bnefbb965bnd9a965bnd9                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,7
 9bzze56c4-63965bn9-4eczz-9a965bn66f-f8459a965bnfc845d019a965bn45                     ,numerique,75015,Valide,novote,novote,1,novote,novote,2,4,novote,novote,1,novote,4,2,1,0,1,7
 f3b965bn1f9a965bn9a965bn-845344-4zzdzz-9a965bn965bn66-965bn649a965bn134965bn9845dd                     ,numerique,75015,Valide,2,novote,novote,novote,2,2,1,novote,novote,novote,novote,4,1,3,0,0,7
 f9a965bn9bd8459a965bnc-df9f-4c09-9a965bn3zz4-15f3bbffed9a965bnzz                     ,numerique,75015,Valide,2,novote,novote,novote,1,1,4,novote,novote,novote,novote,4,2,1,0,1,7
 ymuynti965bnmwmwm965bny4ztzjmgrhmzc1mwzmnmu3zju965bnzgqxzwy1mgfjyw== ,numerique,75015,Valide,novote,novote,novote,novote,1,novote,4,novote,novote,novote,novote,2,1,0,0,1,9
 965bn9f965bnc9a965bnf965bn-0b9e-4d4f-845c0e-649a965bn5b1c6dcb6                     ,numerique,75015,Valide,3,novote,2,3,1,2,4,novote,novote,novote,4,7,1,2,2,2,4
 6845845356f9-e9a965bn69a965bn-4zzbe-911d-8459036c8454f309                     ,numerique,75015,Valide,2,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,3,1,0,0,7
 4b9beb4e-zz965bn05-4c05-8451c0-3be9a965bn1ce6fc9a965bn0                     ,numerique,75015,Valide,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,7
 b845ff1954-e9a965bn56-4965bn11-964zz-9bezzd1zzf901845                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 bcb6bb965bn965bn-e54b-49b6*y0c4-169a965bn965bnzzd9a965bn5965bn6845965bn                     ,numerique,75015,Valide,2,novote,novote,novote,1,novote,4,novote,novote,novote,3,4,1,1,1,1,7
 d4965bn61f01-9d11-45b5-8459c0-9ed9a965bnd4zz1zz9a965bnf0                     ,numerique,75015,Valide,novote,novote,1,novote,1,novote,4,novote,novote,1,novote,4,3,0,0,1,7
 6304845654-845965bn39-4f9a965bnf-84584590-965bn550140c8458459a965bn6                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,4,novote,novote,novote,novote,1,0,0,0,1,10
 b98455fcde-11cc-4965bn965bnd-9zzcd-zzzz356e84563f49                     ,numerique,75015,Valide,novote,novote,novote,novote,2,1,2,novote,novote,novote,2,4,1,3,0,0,7
 e6dfb38459-c360-4f06*y965bn965bn6*y6zz9a965bn9a965bn1bzzd33965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 46e1e9d6-998453-4bzzf-969a965bne-zzc9zz0500cbcd                     ,numerique,75015,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,9
 845965bn615845d1-965bnb9f-456965bn-845149a965bn-149a965bnb0965bnc0ff0c                     ,numerique,75015,Valide,novote,novote,1,novote,1,1,4,novote,novote,novote,novote,4,3,0,0,1,7
 d9zz9a965bnbf9a965bnd-e18453-46c9a965bn-94f9a965bn-0bd63619a965bn0zz1965bn                     ,numerique,75015,Valide,4,novote,4,novote,novote,1,3,novote,novote,novote,novote,4,1,0,1,2,7
 9a965bnzz95e635-zzc14-4e44*y9a965bn965bnf-99a965bn965bn965bn965bn4b3019c                     ,numerique,75015,Valide,novote,novote,novote,3,3,4,4,novote,novote,1,4,6,1,0,2,3,5
 bb0zz9a965bnc5f-f5965bn965bn-4c06*y965bn6b-1965bnc9d9a965bn3c1fde                     ,numerique,75015,Valide,1,novote,1,novote,1,1,2,novote,novote,novote,novote,5,4,1,0,0,6
 93b965bnd6dc-8459a965bndd-484591*y516*y36c0e965bn65965bnbe                     ,numerique,75015,Valide,3,novote,novote,3,2,2,4,novote,novote,2,novote,6,0,3,2,1,5
 n965bnm965bnnti965bnndqxotbjmzmzndlhmwvkzje4zgq0mge965bnzge0njeyyzg965bnn9a965bn== ,numerique,75015,Valide,novote,novote,novote,novote,2,novote,2,novote,novote,3,3,4,0,2,2,0,7
 33f09f8459a965bn-1b9a965bn4-44f5-99a965bnf3-fe04901845513c                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,4,novote,novote,novote,novote,2,1,0,0,1,9
 zzc3965bnb316*ycdb-4zz965bnf*yczz4-fzzb914fed9845f                     ,numerique,75015,Valide,novote,novote,novote,novote,1,1,1,novote,novote,1,novote,4,4,0,0,0,7
 845845df965bn84559*yzz44-419a965bnd-845845b845-zz9a965bn965bn13d8455c056                     ,numerique,75015,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,2,5,4,1,0,0,6
 845f4b9a965bnfzz1-9a965bnzzed-4b9a965bnb-845110-4dec94eb5965bn9845                     ,numerique,75015,Valide,novote,novote,2,novote,3,2,2,novote,novote,novote,novote,4,0,3,1,0,7
 5b4d965bne965bn9a965bn-66b965bn-4919*y146-49f359490dee                     ,numerique,75015,Valide,novote,novote,2,3,2,novote,1,novote,novote,novote,novote,4,1,2,1,0,7
 69965bn9c845d6-9zz845b-4965bn965bnb-8459dzz-db3845505zzbff845                     ,numerique,75015,Valide,1,novote,novote,1,1,1,2,novote,novote,novote,2,6,4,2,0,0,5
 ytq5zdhhmtjjztyzodgxymuxytm1mzljyzbmmzk0yjmxzjniztyzmw== ,numerique,75015,Valide,4,novote,novote,novote,1,3,4,novote,novote,novote,novote,4,1,0,1,2,7
 mti5mzjhn965bnu4mjm965bnztg0zgjimdnjyjvjywm965bnnweyzjyxn965bnyxzdyyo9a965bn== ,numerique,75015,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,7
 9a965bn6fb59a965bn15-965bn05d-4845965bn965bn-845fe3-3f65509a965bnzz3cc4                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,7
 1e9d546965bn-d1c4-4965bneb-845c4e-d404f9a965bn965bnd9a965bnf3965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,4,novote,novote,novote,novote,1,0,0,0,1,10
 84538459a965bnb845zz4-8456965bnzz-4zz965bnb-9e9845-dd845ezz0d9c8459a965bn4                     ,numerique,75015,Valide,1,novote,novote,novote,novote,2,4,novote,novote,novote,2,4,1,2,0,1,7
 65zzb8459a965bn99a965bn-5zz11-419a965bn6*y49b-1fbd63d9a965bn9a965bne5e                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,7
 bf10845zzbb-5zz8450-446zz-9a965bn4845f-18456965bnddec845935                     ,numerique,75015,Valide,1,novote,novote,1,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,7
 d3czz3zz09-zz15f-46dd-9a965bn965bnzz9-69a965bnezz8451zzdb669                     ,numerique,75015,Valide,novote,novote,novote,novote,1,1,1,novote,novote,novote,1,4,4,0,0,0,7
 ogjhogi965bnmgzmzjjjyt9a965bn5ytdizje1zde965bnmzc0ymqxy965bny4ntm3odm3ng== ,numerique,75015,Valide,novote,novote,1,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,7
 otk3ntm3ywjjmzrlmwm5ndm965bnod9a965bn5ngq965bnndk965bnytvlodblzgy5yjflzq== ,numerique,75015,Valide,3,novote,novote,novote,novote,2,1,novote,novote,novote,2,4,1,2,1,0,7
 f5de845e0f-4534-4845bf-8453fzz-4zzzzbcb845d40bb                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 19df9a965bne03-99fd-438459a965bn*y9d0*y1zz9a965bn965bn965bnb4zz84555                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 965bn965bn599a965bn9b9-f9a965bnf3-4fd6-9a965bnb845845-de965bned445301845                     ,numerique,75015,Valide,2,novote,novote,novote,novote,novote,3,novote,novote,novote,novote,2,0,1,1,0,9
 0965bn984595b9a965bn-6fczz-409a965bn4-9a965bn39a965bn4-d39a965bn4zz845fce45965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 9b9160b9*yf0e-4965bnf3-9a965bnzzd0-15b4zzzzcf3965bn5f                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 b9a965bn09a965bncedzz-zzfzz965bn-4433-9604-640965bnzzd5965bned1e                     ,numerique,75015,Valide,novote,novote,2,2,novote,1,2,novote,novote,novote,novote,4,1,3,0,0,7
 zz05c09bf-c694-4d965bn0*y435-e3cd965bn9a965bnzz1e050                     ,numerique,75015,Valide,novote,novote,1,novote,2,2,2,novote,novote,novote,novote,4,1,3,0,0,7
 8456zzff095-593zz-4zzcf-845zz5zz-6d54be965bn9ed1845                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,7
 53ebd1845f-ezzd0-49a965bnd9a965bn-845f6965bn*yzz06845500e965bn30                     ,numerique,75015,Valide,2,novote,novote,novote,2,1,1,novote,novote,novote,novote,4,2,2,0,0,7
 5845zz5b411-6c965bne-4051*y8454d-0111e59a965bn845091f                     ,numerique,75015,Valide,1,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,7
 d6059a965bn9a965bn845d-ef00-4ezz5-9b9a965bnc-dczz5d9a965bn69b9a965bn4f                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 zdgyzddmyzc0yzc4zwm1mdg0m965bnywmdm4mjmwmzq3nge0zddindrizq== ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 68459a965bn965bn693e-10845965bn-4165-9a965bnb33-cff39a965bnd5dc0zz9a965bn                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,7
 fd965bnfef03-0e69-49a965bn99-901d-6c965bnc0dzzdfcd6                     ,numerique,75015,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,9
 4845b3845d965bn965bn-1539-4619a965bn*yb69a965bn-34czzd5845c965bnf4965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 965bnc69ef965bn9-zzc00-49a965bn91*yf54-10d5d9fc18453b                     ,numerique,75015,Valide,novote,novote,novote,novote,2,novote,1,novote,novote,novote,novote,2,1,1,0,0,9
 e05c845zz8450-c4bzz-43965bnf*yf6d-zzbcbbed5zze06                     ,numerique,75015,Valide,1,novote,novote,2,novote,1,1,novote,novote,novote,2,5,3,2,0,0,6
 b991139zz-965bn3zz0-4fbf-9dcd-965bn950zzc965bnczz49c                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 9641d9a965bn11-effb-4b0f*y03d-9ce965bn9a965bn6bzz9845dzz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 3499e1f0-00845845-4bb9a965bn*y0zzf-d6984595ee1c40                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,3,1,novote,novote,novote,novote,2,1,0,1,0,9
 5db5e364-f965bn9c-49a965bnd3-9930-6845zzf1b99508454                     ,numerique,75015,Valide,novote,novote,1,novote,1,1,4,novote,novote,novote,novote,4,3,0,0,1,7
 e906965bn9965bn1-3b93-4f845b-9b04-c5dbefc09161                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 f8458454965bn3df-cdb9a965bn-484599-845f03-95zze965bn39e54zz845                     ,numerique,75015,Valide,3,novote,novote,novote,3,novote,1,novote,novote,novote,3,4,1,0,3,0,7
 8451845fd4c0-1d49-4e1845*y69a965bnc-6ef6d9965bn965bn6c59a965bn                     ,numerique,75015,Valide,2,novote,novote,2,1,1,2,novote,novote,novote,novote,5,2,3,0,0,6
 4b965bn69a965bnc99-c46f-4zz845c-9a965bn0845845-6eb3ec965bn84503f965bn                     ,numerique,75015,Valide,2,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,3,1,0,0,7
 mmu5mt9a965bn0zwjhntkwyjg0n965bnrmotjkztizzdi1ndhintbkmtuyztfknw== ,numerique,75015,Valide,novote,novote,2,novote,3,novote,2,novote,novote,novote,2,4,0,3,1,0,7
 e98459a965bn965bnc61-3390-49a965bn0965bn-9f06-965bn3zz3845b1965bn5965bn0f                     ,numerique,75015,Valide,2,novote,novote,novote,1,1,4,novote,novote,novote,novote,4,2,1,0,1,7
 m965bnzhmme0zgzizme3nzq965bnnwniyte1yjyxyzu4ymnjnmuwzji4zwvmzq== ,numerique,75015,Valide,novote,novote,novote,novote,novote,4,1,novote,novote,novote,novote,2,1,0,0,1,9
 zz5e9zz559a965bn-dezz5-44965bn965bn*y59a965bn4*yb634zz013113                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 1c68455965bn56-c6e0-41e845-9dfc-84590965bneb1965bn965bn695                     ,numerique,75015,Valide,1,novote,1,novote,1,1,1,novote,novote,1,novote,6,6,0,0,0,5
 39b5zze63-efb0-46965bn1-845zz43-zz1c9a965bn66b5845f965bnzz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,10
 zzf005d14*y05f-40ce*y0965bnzz-91965bn9a965bnc1e6d565                     ,numerique,75015,Valide,2,novote,novote,novote,2,1,1,novote,novote,2,novote,5,2,3,0,0,6
 njrkmwuxzgi1owu1mze4yzjjnjeynddjnzc5zdi0mtfmodk1mtiymq== ,numerique,75015,Valide,novote,novote,novote,1,1,2,novote,novote,novote,novote,3,4,2,1,1,0,7
 36be09a965bnf5-4363-4933-9a965bnc0b-900zz0e9a965bn5dzz845c                     ,numerique,75015,Valide,2,novote,2,novote,novote,2,novote,novote,novote,2,novote,4,0,4,0,0,7
 d1cb6b1965bn-d6zz4-4b965bn0-845965bn09-c9a965bne965ef6zz9f                     ,numerique,75015,Valide,2,novote,novote,novote,1,1,novote,novote,novote,novote,2,4,2,2,0,0,7
 1845eddcc0-f84509a965bn-4965bn34-9a965bn13965bn-30f845de16b9a965bnb4                     ,numerique,75015,Valide,1,novote,1,1,1,1,novote,novote,novote,novote,novote,5,5,0,0,0,6
 mze0ytbjy965bnm1nzzmzjjlmjfkmti3mdkwnjkxzmvkytjmzdnizwq965bnmg== ,numerique,75015,Valide,1,novote,novote,novote,1,2,novote,novote,novote,novote,1,4,3,1,0,0,7
 639a965bnzz3zzb0-56e5-49a965bn965bn0*y84544-9a965bn965bn965bn53c0998453965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
 df00zz9a965bnd6-59a965bn50-40de-9zzfb-zz4zz38459fd1e0d                     ,numerique,75015,Valide,2,novote,1,novote,1,1,novote,novote,novote,novote,2,5,3,2,0,0,6
 zje5otg1ody4otvly965bnninmq0nznlmzi5mtk1nz9a965bn1mgy3ymixntqzz9a965bn== ,numerique,75015,Valide,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
 4965bn18456ed3-e8459a965bn845-4bc845-9a965bnb39-d6668456zzc66d1                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,1,0,1,0,0,10
 1359a965bnddf9a965bn-965bn9a965bnbe-490b-9bdd-efb9b845d94dc965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 9a965bn19e6b96-5f1e-4965bn845845-9a965bnfzz4-9a965bn314965bnzz9a965bnb8459a965bn09a965bn                     ,numerique,75015,Valide,1,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,2,1,1,0,0,9
 zz0845zz19a965bn03-e6b9a965bn-4d5e-8450bb-edb8454zz845965bn3fbb                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 e965bn965bnf4f35-4940-41zz965bn-99a965bn0845-czzdf9b965bn965bn58459b                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 55d845664b-9a965bn58454-4bfc-9zz9a965bnzz-zz141e9965bn616c4                     ,numerique,75015,Valide,2,novote,1,novote,novote,1,novote,novote,novote,novote,novote,3,2,1,0,0,8
 d965bn845845564e-965bnd9a965bn6-4e59a965bn-9a965bn459-9a965bn49a965bn440fcc965bn9965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 zmu3mdu5mgy3zti965bnytyyymeyzjywzwzhogm965bnyj9a965bn5y965bny1ndyzndlmzg== ,numerique,75015,Valide,novote,novote,2,novote,1,2,novote,novote,novote,2,novote,4,1,3,0,0,7
 c8459a965bn9a965bnfb1e-0fc845-40845965bn*yf15*yzz3e0b9a965bnb109a965bnzz                     ,numerique,75015,Valide,2,novote,novote,novote,3,2,novote,novote,novote,novote,novote,3,0,2,1,0,8
 9f3e5cc0-c9965bn845-4fd3-9a965bnf965bn4-965bn6ce50f0b965bnzz9a965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 9a965bn6e845fzz69-d9965bn965bn-41b1-84539f*y469a965bnd99a965bn965bne019a965bn                     ,numerique,75015,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 ytbkmd9a965bnzzde4oti965bnztk1nwm4zmu0ztkzzdewod9a965bnxmzdlotvhmdi0z9a965bn== ,numerique,75015,Valide,2,novote,novote,1,1,2,novote,novote,novote,novote,novote,4,2,2,0,0,7
 31845965bn9a965bn1845b-0965bn4b-4zz50-845deb-zz45515845f965bn649                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 5cbf845de5-9bf9-4430-91e9a965bn-965bnbd5996zzeb9b                     ,numerique,75015,Valide,novote,novote,2,novote,2,1,novote,novote,novote,novote,2,4,1,3,0,0,7
 zz845965bnb9a965bne965bnzz-4f6965bn-40f3-8459dzz-9a965bne39d019965bnfdb                     ,numerique,75015,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
 ztjmndnhy965bnq4mthjnwmwnjg4otjhzdjkytvimdvhodk3zdfmzgi1mq== ,numerique,75015,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 1fe930965bnc-965bn965bnf3-4d965bn9*yd03-965bn9965bn5b9a965bn6d169c                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 845384594f9a965bn845-30d4-4d965bn9-9a965bn965bn04-0644f9a965bn845116c9                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
 965bnbef0e0f-19a965bnd1-4049a965bn-9f41-9b965bn58455de558451                     ,numerique,75015,Valide,novote,novote,1,1,2,1,novote,novote,novote,novote,novote,4,3,1,0,0,7
 mmnlowiyzwu0zmm1njjiztnkzdnknmrhmt9a965bn3nmfkotnhmmviyty5o9a965bn== ,numerique,75015,Valide,2,novote,novote,novote,2,1,novote,novote,novote,novote,2,4,1,3,0,0,7
 8459a965bnc4f15c-33d3-4zz53*y1zz965bn-f5636ceebb53                     ,numerique,75015,Valide,novote,novote,novote,2,1,2,novote,novote,novote,novote,1,4,2,2,0,0,7
 9e14b660-0bc4-4993-9a965bn1c4-9463903fcfdzz                     ,numerique,75015,Valide,novote,novote,1,1,1,1,novote,novote,novote,1,novote,5,5,0,0,0,6
 fcd965bnd4f0-cb59a965bn-49965bnd-99a965bn49a965bn-fe965bn9a965bn8455965bn84551e6                     ,numerique,75015,Valide,4,novote,novote,novote,1,2,novote,novote,novote,novote,novote,3,1,1,0,1,8
 e9b9edd6-f6965bne-40845c*yfezz-zzzz5c1e6b5d46                     ,numerique,75015,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,1,4,4,0,0,0,7
 9a965bnfd6f965bn9a965bnb-845166-45bc*y36b-d31641c9a965bn044845                     ,numerique,75015,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 mzq4njyymjzlzwuzyjc5yzywmgizmte0mge1nwmxmjlkotnmnti1yq== ,numerique,75015,Valide,novote,novote,2,novote,2,2,novote,novote,novote,2,novote,4,0,4,0,0,7
 5d965bncf344-zzbee-49a965bn5965bn-95zz1-0f845e6c35b9a965bn9845                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 9a965bn1zzc9a965bn01d-e319a965bn-4965bn4f*y6c0-35f1zz84506018456                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
