ID,Urne,QR-Code,Categorie,1 - Bagagerie solidaire dans le 6e arrondissement,2 - Installation de brumisateurs urbains,3 - Ouverture d un Jardin Partage - Rue du Cherche-Midi,4 - Revelation d un petit jardin - Angle Littre-Vaugirard,5 - Des videoprojecteurs interactifs pour les ecoles du 6e,6 - Dotation aux ecoles de solution de fraicheur,7 - Les jardiniers du Jardinet,8 - Creer un espace scenique ouvert a tous publics et styles,9 - Restaurer le patrimoine cultuel et culturel du 6e arrondissement,10 - Un parc d exercice et de detente canin,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 8459a965bn60965bn68450-1845845zz-4e1zz-8459a965bnd845-149d6845e845566845                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 9630cef4-69a965bne845-44e0-99a965bnb0-e9c0zzb05568450                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 8450fb6zz965bne-c965bn3zz-4845b6-9f69a965bn-czz965bncedd9a965bnfc19a965bn                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 53d4940zz-3f49a965bn-40845e-9a965bneee-f5c5zz845zzd14f845                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,4,novote,novote,1,0,0,0,1,9
 b9zzb845655-9a965bn965bn6zz-49a965bn69a965bn-9a965bnec0-699a965bn1969965bnzzc9a965bn4                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,1,0,1,0,0,9
 zzf6d965f*y6b9a965bn-4b1e-99a965bn43-903146zzcc84594                     ,numerique,75006,Valide,1,novote,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
 5ezz965bn5b30-59a965bnbe-4d5965bn*yb64-9a965bnffdb09dd5f3                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 c469a965bn1b845c-6913-40zzf-95cb-0zz9a965bn53b3845c335                     ,numerique,75006,Valide,novote,novote,1,1,1,1,novote,1,novote,novote,5,5,0,0,0,5
 845ed49d845e-zz965bn6b-48459a965bnd-845zz9a965bn6-0845b3ezzb91cc965bn                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 zz59a965bncd84591-84530c-4b9a965bnf-845694-e30ec965bn965bnbb41c                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,1,0,1,0,0,9
 5d9b99a965bnde-845d8456-40zzf-845bc965bn-9zzzz6d6dd9db3                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 d9a965bndf845c845965bn-3f13-4zzdzz-845d16-e3600bb9a965bnfcc1                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 nzgynjrjntgymzfjotm1nzbmntgzmde965bnmtmyyzq0mt9a965bn1ndjlm965bnm5yg== ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 b9a965bn519a965bnzzc845-f391-4911-9a965bn8451d-845333965bnzzbf845ff5                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,1,0,1,0,0,9
 0f50b9a965bnd6-6845d845-4f0d-9ff9a965bn-zz965bn9a965bn5fczzzz965bnfd9a965bn                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 e11e8451d0-16f4-446f*ycbd-4be9a965bnbf8456e65e                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 649a965bne8455czz-5965bn90-49cc-845965bn90-845zz8456czzd3e3ec                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 315845538454-6fzz9a965bn-4dc6-8456845965bn-4540415965bnfcb5                     ,numerique,75006,Valide,novote,novote,novote,1,1,1,1,1,novote,novote,5,5,0,0,0,5
 mdvmnjq0otrhogfkownmoduxmdjhzmyznme965bnntbmyzm0mzrimwnjn9a965bn== ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 534f5df5-09965bnd-499a965bnc*y9a965bn3845*y8459a965bn845e845bf0b69                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 c409a965bnzz6ce-0bzzd-4dzz5*yc5b-95435549ce41                     ,numerique,75006,Valide,novote,1,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,8
 e845zzf5zzc0-4zz69a965bn-4c9b*yb8453-d0zz845dd965bn1845965bn5845                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,4,novote,novote,1,0,0,0,1,9
 9a965bnzz3bb93845-40e4-49a965bnc6*ybbc-de0845b9a965bn3009a965bn6c                     ,numerique,75006,Valide,novote,novote,novote,3,3,3,novote,1,novote,novote,4,1,0,3,0,6
 zz11d9e51-e53zz-43f0*y9a965bnb965bn-1845845zz5b4845d36d                     ,numerique,75006,Valide,novote,novote,1,1,2,novote,novote,2,novote,novote,4,2,2,0,0,6
 3115f3f965bn-55f3-49a965bnb0-845dfzz-zz9a965bn9a965bn366501440                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 czzc646d1-9a965bn5d9-414f-9b15-0531965bnd1f09c6                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 59a965bn9965bn9zzbe-965bnzzb6-484539-98450zz-59a965bn8453b3c4e08451                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 965bn3b99563-64be-4zz66-845zzfe-1cc30845001ec3                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 94965bn3c8458459a965bn-06bc-40ec*y5d3-18459zzzz965bn9569a965bn04                     ,numerique,75006,Valide,novote,novote,1,novote,1,1,novote,1,novote,novote,4,4,0,0,0,6
 1e4b39f4-zzb6b-4443-8459a965bn5zz-f19c8459a965bnb5584561                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 56zz5845845be-c69zz-49a965bn965bn1-9a965bnzz55-czzfzz5eff96c3                     ,numerique,75006,Valide,novote,2,novote,2,novote,2,novote,1,novote,novote,4,1,3,0,0,6
 84545965bn965bn5zzc-965bnc9a965bnf-4ef3-99a965bnzz3-zz5dfbfdf51965bnd                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 8456dd09fb-65zz965bn-4845965bn5-84584559-c845ee6fzz965bn845d91                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 yjcxn965bnixodgzywq1zjjhztizmgi3ymnjzje0mmy3yjninwewn965bnqyz9a965bn== ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 0d965bn1965bn9a965bnbe-f045-4b6845-845zz05-f9a965bn0845845463965bnf965bnc                     ,numerique,75006,Valide,novote,2,novote,novote,1,1,2,2,novote,novote,5,2,3,0,0,5
 4c309a965bnf41-845fee-4940*y619a965bn-df0de55d9a965bnd36                     ,numerique,75006,Valide,novote,2,novote,novote,1,2,2,2,novote,novote,5,1,4,0,0,5
 f9b845zz965bn30-958459a965bn-4c845e-845fbzz-f5f064c551zz5                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 c194fc03-59a965bn09-4eb1-9a965bnzz3e-e1zz965bnzzb9a965bn965bn5f9zz                     ,numerique,75006,Valide,novote,novote,novote,novote,1,novote,novote,1,novote,novote,2,2,0,0,0,8
 9845469zzc9*yd3b-4d965bnd-9a965bn545-9a965bnzzb1d09a965bn65f5845                     ,numerique,75006,Valide,novote,1,novote,1,1,1,novote,3,novote,novote,5,4,0,1,0,5
 d66zz1dzz4-5911-4dzz9-9a965bnb965bnc-003965bn965bn9a965bnfzz84554e                     ,numerique,75006,Valide,novote,novote,3,novote,1,2,novote,1,novote,novote,4,2,1,1,0,6
 1e19a965bn49zz6*yd6b-4490*y6c965bn-f04zzb1e845fzz0965bn                     ,numerique,75006,Valide,novote,4,4,4,1,novote,novote,2,novote,novote,5,1,1,0,3,5
 0zzcd019a965bn4-0845b6-4e4d-9a965bn3845845-f3965bn0dfc5065c                     ,numerique,75006,Valide,1,2,novote,1,novote,novote,novote,2,novote,novote,4,2,2,0,0,6
 zz35413bd-0153-4965bnfc-9669-115e5zzc965bnc9a965bnfe                     ,numerique,75006,Valide,novote,1,1,2,novote,novote,novote,1,novote,novote,4,3,1,0,0,6
 3845965bn39a965bn39a965bn9a965bn-c39a965bn6-49bf-9a965bnd845965bn-f4zz3c845939d43                     ,numerique,75006,Valide,1,4,1,1,novote,novote,novote,2,novote,novote,5,3,1,0,1,5
 51d49f965bne-51zzb-4510*y4ff-d3ef590845zz9a965bn845e                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 zjcwndc5otewy965bnzlyme4oguwmzq0mwrmytrmn965bne3mdvjmzg5nddjm9a965bn== ,numerique,75006,Valide,1,novote,1,novote,1,novote,novote,2,novote,novote,4,3,1,0,0,6
 b3f90f0e-9zz9965bn-469a965bn6-9965bne9a965bn-6b9a965bnzz5845c1845015                     ,numerique,75006,Valide,novote,1,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,6
 ezzb9a965bnf9a965bn8453-3be6-4903*y6f3-zz3f3965bn8453zz845b61                     ,numerique,75006,Valide,novote,novote,novote,2,1,2,novote,2,novote,novote,4,1,3,0,0,6
 9cf845845bzz9a965bn-965bndc5-46c4-94e9-3b99ed5ccb965bn6                     ,numerique,75006,Valide,novote,novote,3,novote,novote,novote,novote,1,novote,novote,2,1,0,1,0,8
 40zz511965bne-fbd5-4845zz5-84568455-0656965bne11fdb965bn                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 fzzf965bnb6b4-965bn051-4d11-845334*y66150965bn8453845965bn9a965bn                     ,numerique,75006,Valide,novote,2,novote,novote,1,1,novote,1,novote,novote,4,3,1,0,0,6
 e1zzc6845zzc-845zz91-4965bn9845-9c4965bn*y5495zzb8459a965bn935                     ,numerique,75006,Valide,2,novote,novote,novote,2,2,novote,2,novote,novote,4,0,4,0,0,6
 03zzzzzzf9a965bn6-531e-4zz965bn3-90cb-c36bf965bnb199a965bn06                     ,numerique,75006,Valide,novote,1,1,1,1,1,novote,2,novote,novote,6,5,1,0,0,4
 3845bzzd344-5dzz5-495zz*y8450c-9965bn6845d1c09a965bnd965bn965bn                     ,numerique,75006,Valide,2,novote,3,2,novote,novote,2,2,novote,novote,5,0,4,1,0,5
 3d66615zz*y965bne5-4c965bn4-8459a965bn31-cd4b16e6f4be                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 9a965bn18453d3fe-09a965bn845965bn-4996-9a965bn19c-3e6zz65d0518453                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
 ymuyogjimjmwyzu3nzg965bnmwm1mji965bnzjm5y965bnuwzgy3ywjioddmodzlzg== ,numerique,75006,Valide,novote,novote,2,2,1,novote,novote,1,novote,novote,4,2,2,0,0,6
 bzz1909a965bnde-9a965bn965bn5e-415b-8459dzz-84540czzdzzbe4b9a965bn                     ,numerique,75006,Valide,novote,novote,3,2,1,novote,novote,1,novote,novote,4,2,1,1,0,6
 dd3bd335-005c-40e965bn-98459a965bn965bn-d3965bn965bn965bn9zz6659965bn                     ,numerique,75006,Valide,novote,novote,2,novote,1,novote,2,1,novote,novote,4,2,2,0,0,6
 5d1c3b09a965bn-f845eb-45e0-84551b-e3dce9a965bn965bn4e5965bn3                     ,numerique,75006,Valide,2,2,1,1,novote,2,2,2,novote,novote,7,2,5,0,0,3
 965bn4df3f845f-1845845d-4d965bn4*y845e845-3e965bne5c06f309a965bn                     ,numerique,75006,Valide,1,novote,2,novote,novote,novote,1,2,novote,novote,4,2,2,0,0,6
 9a965bn656d5965bnf-5b63-4469a965bn*yc05-db66ebdfc99a965bnd                     ,numerique,75006,Valide,novote,novote,1,1,3,novote,novote,2,novote,novote,4,2,1,1,0,6
 965bn9a965bn8450845eb9a965bn-dd96-4845czz-9bd845-941cb0415dfc                     ,numerique,75006,Valide,2,novote,2,1,2,2,novote,novote,novote,novote,5,1,4,0,0,5
 5e965bnf4b33-d539-4zz6845-930f-d6cdd48454bf965bn9                     ,numerique,75006,Valide,2,novote,1,1,2,novote,novote,novote,novote,novote,4,2,2,0,0,6
 njg1ndk965bnmtzknz9a965bn965bnngrhnjm965bnzmy5njyzmziwnzexmz9a965bn3mwzjmwi965bnoq== ,numerique,75006,Valide,1,4,novote,1,1,novote,novote,novote,novote,novote,4,3,0,0,1,6
 4194bzz0zz-845845cc-4f1zz-845e31-0f66zzb0zzcbc845                     ,numerique,75006,Valide,2,novote,novote,2,1,2,novote,novote,novote,novote,4,1,3,0,0,6
 965bn9a965bn06965bn3e6-965bn95f-459a965bn6-845bb4-8450zz965bn3f1e34zz1                     ,numerique,75006,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
 45zz3f443*ybb5-4b8454*y460-9a965bn9ffzz965bnf9bzz4845                     ,numerique,75006,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 zz03zz59a965bn9a965bn1-f331-49a965bn965bn845-845zz3c-84546cd0d6c4f9                     ,numerique,75006,Valide,2,4,1,3,novote,novote,novote,novote,novote,novote,4,1,1,1,1,6
 9a965bn19d3f9a965bnzz-6c41-4zz1965bn-9a965bn31d-53ezz5zzb965bnfec1                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 4965bn5b1f6845-d965bn965bnzz-4zz50*y1d9a965bn-4dd845c10c1845d9a965bn                     ,numerique,75006,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
 yjhlmzvlmte4mmflywmxytyyzmjinzbjnmjlmjdmntdmnzdhmzcwmq== ,numerique,75006,Valide,1,novote,novote,2,1,1,novote,novote,novote,novote,4,3,1,0,0,6
 mdqyzjy1mmrjzjcwmmi965bnn965bnzmoge1nzkxndjknjnhztfiyjiyztgyyq== ,numerique,75006,Valide,1,novote,novote,1,novote,2,2,novote,novote,novote,4,2,2,0,0,6
 6e41965bn84519-55zz9-49a965bn965bn6*yczz845-10fczz03db9a965bnzz9a965bn                     ,numerique,75006,Valide,4,novote,novote,1,1,novote,2,novote,novote,novote,4,2,1,0,1,6
 5ccce965bn96-c5zz845-401b-9a965bn31845-zz354bcd30ef1                     ,numerique,75006,Valide,1,novote,novote,1,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
 mwizzwqwmzy965bnmmrknjewyzgwzmm3yjuxmdnkmjbkmzjlzwy3nmi5mq== ,numerique,75006,Valide,1,4,3,3,novote,novote,novote,novote,novote,novote,4,1,0,2,1,6
 eccd845cd0-d006-459a965bnc-845bd5-48459a965bn4d965bn5czzd3d                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 de845zzd0zzb-4dbc-43845e-8459zz6-3f3feecd0f8455                     ,numerique,75006,Valide,1,novote,1,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,7
 zjjhmmflodljzwmxzmiwyjkwmge965bnndzkotllzdgzngjkzdjhmtdioq== ,numerique,75006,Valide,2,1,1,1,3,1,1,novote,novote,novote,7,5,1,1,0,3
 e330zz4ec-e553-4e0965bn-845669a965bn-e9a965bn5ef6d9f965bnd1                     ,numerique,75006,Valide,1,novote,novote,2,1,1,novote,novote,novote,novote,4,3,1,0,0,6
 5b965bnzz59zz4-e8458456-4d5f-9b8454-4965bnd0b533965bnd0zz                     ,numerique,75006,Valide,1,novote,2,2,novote,2,novote,novote,novote,novote,4,1,3,0,0,6
 c0bzzb0ee-ee5845-4965bnc965bn-9c8456-9a965bn4czzzzdf9a965bnbzz10                     ,numerique,75006,Valide,4,novote,novote,novote,1,novote,1,novote,novote,novote,3,2,0,0,1,7
 zz3965bn5fdec-ddzze-44c9-845845965bn965bn-569dczz3349a965bn91                     ,numerique,75006,Valide,1,novote,3,1,2,2,2,novote,novote,novote,6,2,3,1,0,4
 f965bnfdzz56845-11d6-45d6-9965bnf5-1cb3349a965bn965bnb149                     ,numerique,75006,Valide,3,novote,2,novote,novote,novote,1,novote,novote,novote,3,1,1,1,0,7
 zz845zz691zz965bn-zzzz4e-459a965bn4-9515*y6965bnf55965bnb19e5                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 e8456046c4-f965bnff-4965bnzzzz*y4845965bn-49390965bn9a965bn3ee95                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 9a965bn845e359a965bn9a965bnzz-1b9a965bn845-499a965bn5*yd5e-0zz845466e96159                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 c99a965bnee845d0-19a965bn4c-4965bn39a965bn-845bzzb-9a965bn9a965bndc1965bnb9a965bn419a965bn845                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 69a965bn845d139a965bnc-03c0-4b39a965bn-845959a965bn-zzd1449zz9a965bn95e3                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 0db1413845-3965bncd-4445-9a965bn195-845e944f845e10965bn9                     ,numerique,75006,Valide,1,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
 16ffc91e-48450c-45zzb-9b965bnf-0f19a965bnef3913ec                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 zz49a965bnc5eee-9b965bn9a965bn-4965bnfzz-9eezz-46c30f1c0c60                     ,numerique,75006,Valide,1,novote,1,3,4,novote,2,novote,novote,novote,5,2,1,1,1,5
 38455d6ccc-c48459a965bn-48459b-84549a965bn3-9a965bnfeb539a965bnb40be                     ,numerique,75006,Valide,3,novote,2,novote,1,2,novote,novote,novote,novote,4,1,2,1,0,6
 35bff965bn8455-zzd9a965bn4-4199-9e59a965bn*y84539a965bn9a965bn4f5965bnfde                     ,numerique,75006,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 9e45d8456e-c965bn965bn1-46845d-8451965bn0-649561c939a965bn965bnf                     ,numerique,75006,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 b69965bn0845bf-39a965bn8455-49965bn845*y649-18459cef3czz639a965bn                     ,numerique,75006,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 cb4zz5450-f9zz4-41cb*y594-0965bn9a965bn9a965bnc69a965bn0fd9a965bnc                     ,numerique,75006,Valide,1,novote,2,2,novote,novote,novote,novote,novote,novote,3,1,2,0,0,7
 zz965bn0be9a965bn5d-99f5-443f-9a965bn66d-0334b1c9a965bn5b3d                     ,numerique,75006,Valide,2,novote,novote,novote,1,3,1,novote,novote,novote,4,2,1,1,0,6
 njhjmwjhnjljntc0nzk0mgu3ztk965bnmmu965bnmjgzmgywm965bni4mjq5zthknq== ,numerique,75006,Valide,1,novote,2,1,3,novote,novote,novote,novote,novote,4,2,1,1,0,6
 b3b009a965bnb5-6zz45-4965bn9f-845b0845-4ezz1cezze1394                     ,numerique,75006,Valide,3,novote,3,1,1,novote,novote,novote,novote,novote,4,2,0,2,0,6
 zzzz845c41c1-44de-469a965bn1-845e965bn965bn-965bn9b3965bnzzefd6f3                     ,numerique,75006,Valide,1,novote,1,2,2,novote,novote,novote,novote,novote,4,2,2,0,0,6
 f141e845d4-015c-4zz9a965bn6*y13e-9a965bnb5959a965bn0fd3zz965bn                     ,numerique,75006,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 d1cb64eb-f9a965bn91-416d-8456f9-4c0c95b0zz8459a965bn4                     ,numerique,75006,Valide,2,novote,1,1,novote,novote,novote,novote,novote,novote,3,2,1,0,0,7
 e9965bnd9e4zz-f39a965bnd-4f50*y9a965bn9f-f109a965bn9b9a965bn638450c                     ,numerique,75006,Valide,1,novote,novote,novote,4,4,3,novote,novote,novote,4,1,0,1,2,6
 3045bf6d*y845845f-48459a965bnc-9b6d-dd6965bn5dzzc1099a965bn                     ,numerique,75006,Valide,3,novote,novote,novote,1,1,1,novote,novote,novote,4,3,0,1,0,6
 ndg5nzfmntzlmwu3mtcyzdjmnzcyztcwod9a965bn0mmq5zt9a965bnymguynwfizq== ,numerique,75006,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 551df965bnb845-0zzde-4c3zz-9a965bnd1f-845e01845f9bc6b5                     ,numerique,75006,Valide,novote,1,novote,novote,2,1,1,novote,novote,novote,4,3,1,0,0,6
 n965bnmymtzkzwyxnwq965bnztqwnz9a965bn0ntq965bnmdy965bnmtg4owvjmj9a965bnwmjg965bnywfjzg== ,numerique,75006,Valide,novote,2,1,2,1,1,novote,novote,novote,novote,5,3,2,0,0,5
 ztjjmtvjzj9a965bn3yz9a965bn5zju5mjkxymq5yjhlmzq965bnmtmxzdm3mtuzy965bny1z9a965bn== ,numerique,75006,Valide,novote,4,2,2,4,novote,novote,novote,novote,novote,4,0,2,0,2,6
 0eb965bnb969a965bn-1c965bn845-419a965bnb-9965bn09-06f1e5965bne5cc965bn                     ,numerique,75006,Valide,novote,4,novote,1,1,1,novote,novote,novote,novote,4,3,0,0,1,6
 c58455f564-f58456-4845965bn9-9a965bn6zzd-cf344fdcd090                     ,numerique,75006,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 99a965bn965bn384535e-f4c965bn-4e5zz-845965bnb965bn-zzzze6551zz0e3c                     ,numerique,75006,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
 f5845b965bn98454-1561-48454zz-9a965bnd60-zz9a965bn5965bn409a965bn9a965bn9a965bn609a965bn                     ,numerique,75006,Valide,novote,2,2,novote,novote,2,2,novote,novote,novote,4,0,4,0,0,6
 eb15568453-9zz4d-4f965bne-984533-8459a965bn65d9a965bn9zz403zz                     ,numerique,75006,Valide,novote,1,novote,2,novote,novote,novote,novote,novote,novote,2,1,1,0,0,8
 ztnjymzmn965bnqzowu0n965bnu4ndkyymmzotdlndewnmvlotvinjiyzmflm9a965bn== ,numerique,75006,Valide,novote,2,2,2,1,1,novote,novote,novote,novote,5,2,3,0,0,5
 1b8458454zz3d-f845ce-4b5c*yzz9845-5b965bn0965bn4845845c84501                     ,numerique,75006,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,6
 ccdf965bnefzz-0e95-4845965bn4-9a965bn111-845516b1965bn9e440                     ,numerique,75006,Valide,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
 zdcxyzuzm965bne0owe1mtvkmt9a965bnwyzdmmjmzndq4mzi4yzfjnjg1mmyyyg== ,numerique,75006,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 e9ebzz845b9a965bn-965bn300-459a965bn3*y965bn0d-f658453965bnd965bn5dfe                     ,numerique,75006,Valide,novote,novote,1,novote,1,1,2,novote,novote,novote,4,3,1,0,0,6
 ee5f3503-953c-49d9a965bn-9a965bnc6d-965bnf4630d390845c                     ,numerique,75006,Valide,novote,novote,novote,novote,2,novote,1,novote,novote,novote,2,1,1,0,0,8
 15fff965bn5845-6f41-4093-9c35-6965bn9a965bnzz845d09a965bn3919                     ,numerique,75006,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,4,4,0,0,0,6
 965bn648451zzzze-e6f9-49a965bnzz9-93c1-9a965bnf845zz4zzbed5d3                     ,numerique,75006,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
 dd4965bnfdzzf-6df5-4czz1*yc35-6zz9b99399a965bn9965bn965bn                     ,numerique,75006,Valide,novote,novote,novote,2,1,2,4,novote,novote,novote,4,1,2,0,1,6
 c845bdzz0f9a965bn-9zz5965bn-49b4*y44b-50f5e1b0zz34965bn                     ,numerique,75006,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,8
 109a965bn8459a965bn5e4-965bnfd4-44f6*y51e-91f9a965bnde5d3965bnc6                     ,numerique,75006,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
 845bb1c0bc-4bd0-4dcf-84599a965bn0-1139a965bn0559a965bn845613                     ,numerique,75006,Valide,novote,novote,novote,2,1,2,2,novote,novote,novote,4,1,3,0,0,6
 9a965bn845d3965bn4f0-633845-4bed*y9a965bn91-3f40dczz965bn60cd                     ,numerique,75006,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
 4f965bn84595e965bn-36zz3-454zz-84509a965bn0-6dzz9845d3413fe                     ,numerique,75006,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,4,4,0,0,0,6
 3ebb4zzb965bn-e965bn9a965bnd-4d33*y8453zz*yd4965bnfce4459a965bnf                     ,numerique,75006,Valide,novote,novote,novote,novote,1,1,1,novote,novote,novote,3,3,0,0,0,7
 4cbd845e60-4d30-4c43-9cdf-63e39d84591965bn9a965bn3                     ,numerique,75006,Valide,novote,novote,novote,novote,1,novote,2,novote,novote,novote,2,1,1,0,0,8
 9a965bn4e9a965bn03de-64e845-44f0-8455845e-6e8459a965bnzzf84506f965bn3                     ,numerique,75006,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,8
 1df153czz-09845d-4f90*yc1f-d9bzz36zz845009a965bn9a965bn                     ,numerique,75006,Valide,novote,novote,1,1,1,1,1,novote,novote,novote,5,5,0,0,0,5
 bzz965bn0845c965bn1-965bne8451-413845-934d-3ed5ezz845845cb845f                     ,numerique,75006,Valide,novote,novote,1,novote,1,novote,2,novote,novote,novote,3,2,1,0,0,7
 3bbzzzzbe0-38458451-484549-948454-zz8459a965bn965bn1965bn9a965bn8459b09                     ,numerique,75006,Valide,novote,novote,novote,novote,1,4,4,novote,novote,novote,3,1,0,0,2,7
 9be139ee-d845965bnf-49c9a965bn-98459b*yzze84516f8459f8453                     ,numerique,75006,Valide,novote,novote,novote,novote,1,1,2,novote,novote,novote,3,2,1,0,0,7
 9a965bnfb8456b99a965bn-309a965bn845-4845ec-94zzd-99965bnfbzz6f69a965bn90                     ,numerique,75006,Valide,novote,novote,2,novote,1,2,1,novote,novote,novote,4,2,2,0,0,6
 44b3d965bnb1-199c-4965bnb4-9a965bne9a965bn9*y10f0zz169a965bn965bndc                     ,numerique,75006,Valide,novote,novote,novote,novote,2,novote,1,novote,novote,novote,2,1,1,0,0,8
 3zz909ec4-0965bn8459a965bn-4bd9-9a965bn4zzc-965bnbf1zze59f965bnf845                     ,numerique,75006,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,8
